Title, Year, ID
"The Baker's Wife", 1938
"The Bakery Girl of Monceau", 1963
"The Ballad of Narayama", 1983
"Ballet Mécanique", 1924
"Bambi", 1942
"Band of Outsiders", 1964
"The Band Wagon", 1953
"The Bandit", 1996
"The Bank Dick", 1940
"Baraka", 1992
"The Barbarian Invasions", 2003
"The Barefoot Contessa", 1954
"Barfi!", 2012
"Barren Lives", 1963
"Barry Lyndon", 1975
"Barton Fink", 1991
"Baseball", 1994
"Basic Instinct", 1992
"Batman", 1989
"Batman Returns", 1992
"Batman: Mask of the Phantasm", 1993
"Batman Begins", 2005
"The Battle of Algiers", 1966
"The Battle of Chile - Part I", 1975
"The Battle of San Pietro", 1945
"Battle Royale", 2000
"Battleship Potemkin", 1925
"The Beaches of Agnès", 2008
"Beasts of No Nation", 2015
"Beasts of the Southern Wild", 2012
"Beat the Devil", 1953
"Beau Travail", 2000
"A Beautiful Mind", 2001
"Beautiful Thing", 1996
"Beauty and the Beast", 1946
"Beauty and the Beast", 1991
"Bed and Board", 1970
"Beetlejuice", 1988
"Before Sunrise", 1995
"Before Sunset", 2004
"Before Midnight", 2013
"Before the Rain", 1994
"Before the Revolution", 1964
"Beginners", 2010
"Behind the Door", 1919
"Being John Malkovich", 1999
"Being There", 1979
"Belle De Jour", 1967
"Ben-Hur", 1959
"Benny's Video", 1993
"Berlin Alexanderplatz", 1980
"Berlin: Symphony of a Great City", 1927
"Best in Show", 2000
"The Best of Youth", 2003
"The Best Offer", 2013
"The Best Years of Our Lives", 1946
"Better Luck Tomorrow", 2002
"Better off Dead...", 1985
"Betty Blue", 1986
"Beverly Hills Cop", 1984
"Beyond the Black Rainbow", 2010
"Beyond the Hills", 2012
"Beyond Silence", 1996
"Beyond the Valley of the Dolls", 1970
"Bhaag Milkha Bhaag", 2013
"Bicycle Thieves", 1948
"Big", 1988
"Big Bad Wolves", 2013
"The Big Blue", 1988
"The Big Boss", 1971
"The Big Chill", 1983
"The Big Country", 1958
"Big Deal on Madonna Street", 1958
"Big Fish", 2003
"The Big Gundown", 1966
"The Big Heat", 1953
"Big Hero 6", 2014
"The Big Lebowski", 1998
"Big Night", 1996
"The Big Parade", 1925
"The Big Red One", 1980
"The Big Short", 2015
"The Big Sick", 2017
"The Big Sky", 1952
"The Big Sleep", 1946
"Big Trouble in Little China", 1986
"The Bigamist", 1953
"Bigger Than Life", 1956
"Bilbao", 1978
"Bill Hicks: Revelations", 1993
"Billy Elliot", 2000
"The Bird With the Crystal Plumage", 1970
"Birdman", 2014
"The Birds", 1963
"The Birth of a Nation", 1915
"The Bitter Tears of Petra Von Kant", 1972
"The Bitter Tea of General Yen", 1933
"A Bittersweet Life", 2005
"Biutiful", 2010
"Bla", Blac
"Black Book", 2006
"The Black Cat", 1934
"Black Cat, White Cat", 1998
"Black Girl", 1966
"Black God, White Devil", 1964
"Black Hawk Down", 2001
"Black Moon", 1975
"Black Narcissus", 1947
"Black Orpheus", 1959
"Black Panther", 2018
"Black Sunday", 1960
"Black Swan", 2010
"Black Wind", 1964
"Blackmail", 1929
"Blade II", 2002
"Blade Runner", 1982
"Blade Runner 2049", 2017
"The Blair Witch Project", 1999
"Blancanieves", 2012
"Blazing Saddles", 1974
"The Blind Side", 2009
"Blissfully Yours", 2002
"The Blob", 1958
"The Blob", 1988
"Blonde Cobra", 1963
"Blood Diamond", 2006
"Blood of the Beasts", 1949
"The Blood of a Poet", 1932
"Blood Simple", 1984
"Blood Wedding", 1980
"Bloody Sunday", 2002
"Blow", 2001
"Blow Out", 1981
"Blow-Up", 1966
"Blue", 1993
"The Blue Angel", 1930
"Blue Is the Warmest Color", 2013
"The Blue Kite", 1994
"Blue Strait", 2015
"Blue Valentine", 2010
"Blue Velvet", 1986
"The Blues Brothers", 1980
"Bob Le Flambeur", 1956
"The Body", 2012
"Body Double", 1984
"Body Heat", 1981
"Bohemian Rhapsody", 2018
"Bone Tomahawk", 2015
"Bonnie and Clyde", 1967
"Boogie", 2009
"Boogie Nights", 1997
"The Boondock Saints", 1999
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan", 2006
"The Bothersome Man", 2006
"Boudu Saved From Drowning", 1932
"Bound", 1996
"Bound by Honor", 1993
"The Bourne Identity", 2002
"The Bourne Supremacy", 2004
"The Bourne Ultimatum", 2007
"Bowling for Columbine", 2002
"Boy a", 2007
"The Boy in the Striped Pyjamas", 2008
"Boyhood", 2014
"Boys Don't Cry", 1999
"Boyz N the Hood", 1991
"Braindead", 1992
"Bram Stoker's Dracula", 1992
"Branded to Kill", 1967
"Braveheart", 1995
"Brazil", 1985
"Breakfast at Tiffany's", 1961
"The Breakfast Club", 1985
"Breaking Away", 1979
"Breaking the Waves", 1996
"The Breath", 2009
"Breathless", 1960
"Brick", 2005
"Bride of Frankenstein", 1935
"Bridesmaids", 2011
"Bridge of Spies", 2015
"The Bridge on the River Kwai", 1957
"The Bridges of Madison County", 1995
"Brief Encounter", 1945
"A Brighter Summer Day", 1991
"Brightness", 1987
"Brighton Rock", 2010
"Bring Me the Head of Alfredo Garcia", 1974
"Bringing Up Baby", 1938
"Broadcast News", 1987
"Brokeback Mountain", 2005
"Broken Blossoms", 1919
"The Broken Circle Breakdown", 2012
"A Bronx Tale", 1993
"Brooklyn", 2015
"Brotherhood of the Wolf", 2001
"The Brothers Bloom", 2008
"Bruce Lee: A Warrior's Journey", 2000
"Buffalo '66", 1998
"A Bug's Life", 1998
"Bugsy Malone", 1976
"Bull Durham", 1988
"Bullets Over Broadway", 1994
"Bullitt", 1968
"Bunny Lake Is Missing", 1965
"Burden of Dreams", 1982
"The Burmese Harp", 1956
"Burnt by the Sun", 1994
"Bus 174", 2002
"Butch Cassidy and the Sundance Kid", 1969
"The Butcher Boy", 1997
"The Butterfly Effect", 2004
"By the Bluest of Seas", 1936
"C.R.A.Z.Y.", 2005
"Cabaret", 1972
"The Cabin in the Woods", 2012
"The Cabinet of Dr. Caligari", 1920
"Cache", 2005
"The Caine Mutiny", 1954
"Cairo Station", 1958
"Call Me by Your Name", 2017
"The Cameraman", 1928
"Camille", 1936
"Candy", 2006
"Candyman", 1992
"Canoa: A Shameful Memory", 1976
"A Canterbury Tale", 1944
"Cape Fear", 1962
"Capote", 2005
"Captain America: The Winter Soldier", 2014
"Captain America: Civil War", 2016
"Captain Blood", 1935
"Captain Fantastic", 2016
"Captain Phillips", 2013
"Captains Courageous", 1937
"The Captive", 2000
"Capturing the Friedmans", 2003
"Caravaggio", 1986
"Carlito's Way", 1993
"Carmen Jones", 1954
"Carnival of Souls", 1962
"Caro Diario", 1993
"Carol", 2015
"Carrie", 1976
"Casablanca", 1942
"Casino", 1995
"Casino Royale", 2006
"Casque D'or", 1952
"Cast Away", 2000
"The Castle", 1997
"Castle in the Sky", 1986
"The Cat Concerto", 1947
"Cat on a Hot Tin Roof", 1958
"Cat People", 1942
"Catch Me If You Can", 2002
"Cave of Forgotten Dreams", 2010
"Ceddo", 1977
"The Celebration", 1998
"Celine and Julie Go Boating", 1974
"Cell 211", 2009
"Center Stage", 1991
"Central Station", 1998
"Certified Copy", 2010
"Chak De! India", 2007
"Changeling", 2008
"The Chant of Jimmie Blacksmith", 1978
"The Chaos Class", 1975
"The Chaos Class Failed the Class", 1976
"The Chaos Class Is Waking Up", 1977
"Chaplin", 1992
"Charade", 1963
"Chariots of Fire", 1981
"A Charlie Brown Christmas", 1965
"Charulata", 1964
"The Chaser", 2008
"Chasing Amy", 1997
"Cheech & Chong's Next Movie", 1980
"Chef", 2014
"Chelsea Girls", 1966
"Chennai Express", 2013
"Chicago", 1927
"Chicago", 2002
"Chicken Run", 2000
"The Child", 2005
