Title, Year, ID
"Ludwig", 1972
"The Lunchbox", 2013
"Lupin the Third: The Castle of Cagliostro", 1979
"The Lusty Men", 1952
"La Vie En Rose", 2007
"M", 1931
"M*A*S*H", 1970
"The Machinist", 2004
"The Mad Masters", 1955
"Mad Max", 1979
"Mad Max 2: The Road Warrior", 1981
"Mad Max: Fury Road", 2015
"The Magnificent Ambersons", 1942
"The Magnificent Seven", 1960
"Magnolia", 1999
"Make Way for Tomorrow", 1937
"Malcolm X", 1992
"Mallrats", 1995
"The Maltese Falcon", 1941
"Mamma Roma", 1962
"Man Bites Dog", 1992
"A Man Called Ove", 2015
"A Man Escaped", 1956
"A Man for All Seasons", 1966
"The Man From Earth", 2007
"The Man From Laramie", 1955
"The Man From Nowhere", 2010
"The Man in Grey", 1943
"Man of Aran", 1934
"Man of Marble", 1977
"Man of Iron", 1981
"Man of the West", 1958
"Man on Fire", 2004
"Man on the Moon", 1999
"Man on Wire", 2008
"The Man Who Fell to Earth", 1976
"The Man Who Had His Hair Cut Short", 1966
"The Man Who Knew Too Much", 1956
"The Man Who Shot Liberty Valance", 1962
"The Man Who Wasn't There", 2001
"The Man Who Would Be King", 1975
"The Man With the Golden Arm", 1955
"Man With a Movie Camera", 1929
"The Man Without a Past", 2002
"Manchester by the Sea", 2016
"The Manchurian Candidate", 1962
"Manhattan", 1979
"Manhunter", 1986
"Manon of the Spring", 1986
"The Many Adventures of Winnie the Pooh", 1977
"Margaret", 2011
"Marina Abramović: The Artist Is Present", 2012
"Marketa Lazarová", 1967
"Marnie", 1964
"The Marriage of Maria Braun", 1979
"A Married Wom", A Ma
"The Martian", 2015
"Marty", 1955
"Mary and Max", 2009
"Mary Poppins", 1964
"Masculin Féminin", 1966
"The Masque of the Red Death", 1964
"The Master", 2012
"Master and Commander: The Far Side of the World", 2003
"The Match Factory Girl", 1990
"Match Point", 2005
"The Matrix", 1999
"A Matter of Life and Death", 1946
"Maurice", 1987
"Mauvais Sang", 1986
"McCabe & Mrs. Miller", 1971
"Me and Earl and the Dying Girl", 2015
"Me and My Gal", 1932
"Mean Girls", 2004
"Mean Streets", 1973
"The Meaning of Life", 1983
"Méditerranée", 1963
"Meek's Cutoff", 2010
"Meet Me in St. Louis", 1944
"Meet the Parents", 2000
"Melancholia", 2011
"Memento", 2000
"Memories of Murder", 2003
"Memories of Underdevelopment", 1968
"Men in Black", 1997
"Menace II Society", 1993
"Merrily We Go to Hell", 1932
"Meshes of the Afternoon", 1943
"The Message", 1977
"Metropolis", 1927
"Metropolitan", 1990
"Michael the Brave", 1970
"Midnight Cowboy", 1969
"Midnight Express", 1978
"Midnight in Paris", 2011
"Midnight Run", 1988
"Mighty Aphrodite", 1995
"Mildred Pierce", 1945
"Milk", 2008
"Millennium Actress", 2001
"Millennium Mambo", 2001
"Miller's Crossing", 1990
"Million Dollar Baby", 2004
"Minority Report", 2002
"Miracle in Milan", 1951
"Miracle Mile", 1989
"The Miracle of Morgan's Cre", The 
"Miracle on 34th Street", 1947
"Mirror", 1975
"Misery", 1990
"The Misfits", 1961
"Mishima: A Life in Four Chapters", 1985
"Miss Sloane", 2016
"Mission: Impossible - Fallout", 2018
"Mississippi Burning", 1988
"Mistaken for Strangers", 2013
"Moana", 2016
"Modern Times", 1936
"Moi, Un Noir", 1958
"A Moment of Innocence", 1996
"Mommy", 2014
"Mon Oncle", 1958
"Mon Oncle D'Amérique", 1980
"Mondo Cane", 1962
"Moneyball", 2011
"Monsieur Verdoux", 1947
"Monsoon Wedding", 2001
"Monster", 2003
"Monsters", 2010
"Monsters, Inc.", 2001
"Monty Python and the Holy Grail", 1975
"Moolaadé", 2004
"Moon", 2009
"Moonfleet", 1955
"Moonlight", 2016
"Moonrise Kingdom", 2012
"Moonstruck", 1987
"Morocco", 1930
"The Mortal Storm", 1940
"Mother", 2009
"Mother and Son", 1997
"The Mother and the Whore", 1973
"Mother India", 1957
"Mother!", 2017
"Mothlight", 1963
"The Motorcycle Diaries", 2004
"Mouchette", 1967
"Moulin Rouge!", 2001
"Mr. Deeds Goes to Town", 1936
"Mr. Holland's Opus", 1995
"Mr. Hulot's Holiday", 1953
"Mr. Nobody", 2009
"Mr. Smith Goes to Washington", 1939
"Mrs. Miniver", 1942
"Much Ado About Nothing", 1993
"Mud", 2013
"Muhsin Bey", 1987
"Mulan", 1998
"Mulholland Drive", 2001
"Multiple Maniacs", 1970
"The Mummy", 1932
"The Mummy", 1999
"Munich", 2005
"Munna Bhai M.B.B.S.", 2003
"The Muppet Movie", 1979
"The Muppet Christmas Carol", 1992
"Murder by Death", 1976
"Murder, My Sweet", 1944
"Muriel", 1963
"Muriel's Wedding", 1994
"Murmur of the Heart", 1971
"The Music Room", 1958
"Mustang", 2015
"Mutiny on the Bounty", 1935
"My Best Fiend", 1999
"My Brilliant Career", 1979
"My Darling Clementine", 1946
"My Dinner With André", 1981
"My Fair Lady", 1964
"My Father and My Son", 2005
"My Friend Ivan Lapshin", 1985
"My Left Foot: The Story of Christy Brown", 1989
"My Life as a Dog", 1985
"My Little Loves", 1974
"My Man Godfrey", 1936
"My Name Is Bruce", 2007
"My Name Is Khan", 2010
"My Neighbor Totoro", 1988
"My Night at Maud's", 1969
"My Own Private Idaho", 1991
"My Sassy Girl", 2001
"My Scientology Movie", 2016
"My Winnipeg", 2007
"Mysteries of Lisbon", 2010
"Mysterious Skin", 2004
"Mystery Science Theater 3000: The Movie", 1996
"Mystery Team", 2009
"Mystery Train", 1989
"Mystic River", 2003
"The Nail of Brightness", 1975
"Naked", 1993
"Naked Childhood", 1968
"The Naked Gun: From the Files of Police Squad!", 1988
"The Naked Island", 1960
"The Naked Kiss", 1964
"Naked Lunch", 1991
"The Naked Spur", 1953
"The Name of the Rose", 1986
"The Namesake", 2006
"Nanook of the North", 1922
"Napoleon", 1927
"Napoleon Dynamite", 2004
"Nashville", 1975
"National Lampoon's Animal Hou", Nati
"National Lampoon's Vacation", 1983
"National Lampoon's Christmas Vacation", 1989
"The Natural", 1984
"Natural Born Killers", 1994
"Nausicaä of the Valley of the Wind", 1984
"The Navigator", 1924
"Nazarin", 1959
"Near Dark", 1987
"Nebraska", 2013
"Neighboring Sounds", 2012
"The Neon Demon", 2016
"Network", 1976
"Never Let Me Go", 2010
"New Rose Hotel", 1998
"The New World", 2005
"New York, New York", 1977
"News From Home", 1976
"Newsies", 1992
"The Nice Guys", 2016
"Night and Fog", 1955
"Night at the Crossroads", 1932
"A Night at the Opera", 1935
"Night of the Demon", 1957
"The Night of the Hunter", 1955
"Night of the Living Dead", 1968
"The Night of the Shooting Stars", 1982
"Night on Earth", 1991
"A Night to Remember", 1958
"Nightcrawler", 2014
"The Nightmare Before Christmas", 1993
"A Nightmare on Elm Street", 1984
"Nights of Cabiria", 1957
"Nightwatch", 1994
"Nine Days of One Year", 1961
"Nine Queens", 2000
"Nineteen Eighty-Four", 1984
"Ninja: Shadow of a Tear", 2013
"Ninja Scroll", 1993
"Ninotchka", 1939
"No", 2012
"No Country for Old Men", 2007
"No Direction Home: Bob Dylan", 2005
"No Fear, No Die", 1990
"No Man's Land", 2001
"Nobody Knows", 2004
"North by Northwest", 1959
"A Nos Amours", 1983
"Nosferatu", 1922
"Nosferatu the Vampyre", 1979
"Nostalgia", 1983
"Nostalgia for the Light", 2010
"Not Reconciled", 1965
"The Notebook", 2004
"Notes on a Scandal", 2006
"Notorious", 1946
"Nouvelle Vague", 1990
"Now and Then", 1995
"Now, Voyager", 1942
"Numéro Deux", 1975
"The Nutty Professor", 1963
"O Brother, Where Art Thou?", 2000
"O Lucky Man!", 1973
"O.J.: Made in America", 2016
"The Oak", 1992
"Oasis", 2002
"Ocean's Eleven", 2001
"October Sky", 1999
"October: Ten Days That Shook the World (1928)", 1928
"The Odd Couple", 1968
"Odd Man Out", 1947
"Odd Number", 1962
"Of Gods and Men", 2010
"Office Space", 1999
"The Official Story", 1985
"Oklahoma!", 1955
"Oldboy", 2003
"Oliver Twist", 1948
"Olympia Part One: Festival of the Nations", 1938
"Olympia Part Two: Festival of Beauty", 1938
"The Omen", 1976
"OMG: Oh My God!", 2012
"On Golden Pond", 1981
"On Her Majesty's Secret Service", 1969
"On the Silver Globe", 1988
"On the Town", 1949
"On the Waterfront", 1954
"Once", 2007
"Once Upon a Time in America", 1984
"Once Upon a Time in Anatolia", 2011
"Once Upon a Time in China", 1991
"Once Upon a Time in the West", 1968
"Once Were Warriors", 1994
"One False Move", 1992
"One Flew Over the Cuckoo's Nest", 1975
"One-Eyed Jacks", 1961
"Onibaba", 1964
"Only Angels Have Wings", 1939
"Only the Brave", 2017
"Only Lovers Left Alive", 2013
"Only Yesterday", 1991
"Open Your Eyes", 1997
"Opening Night", 1977
"Ordet", 1955
"Ordinary People", 1980
"The Oregonian", 2011
"The Organizer", 1963
"Orlando", 1992
"The Orphanage", 2007
"Orphans of the Storm", 1921
"Orpheus", 1950
"Osama", 2003
"Oslo, August 31st", 2011
"Ossessione", 1943
"Othello", 1951
"The Others", 2001
"Our Hospitality", 1923
"Our Trip to Africa", 1966
"Out 1", 1971
"Out of Africa", 1985
"Out of the Past", 1947
"Out of Sight", 1998
"Outer Space", 1999
"The Outlaw Josey Wales", 1976
"The Outsiders", 1983
"Outskirts", 1933
"Over the Edge", 1979
"The Ox-Bow Incident", 1943
"Paan Singh Tomar", 2012
"Paddington 2", 2017
"A Page of Madness", 1926
"Paisan", 1946
"The Paleface", 1948
"The Palm Beach Story", 1942
"Pandora and the Flying Dutchman", 1951
"Pandora's Box", 1929
"Pan's Labyrinth", 2006
"Paper Moon", 1973
"Papillon", 1973
"Paprika", 2006
"Paradise Now", 2005
"Paradise: Love", 2012
"Paranoid Park", 2007
"Paranormal Activity", 2007
"Paris Is Burning", 1990
"Paris, Texas", 1984
"The Party", 1968
"A Passage to India", 1984
"Passenger", 1963
"The Passenger", 1975
"The Passion of the Christ", 2004
"The Passion of Joan of Arc", 1928
"The Past", 2013
"Pat Garrett & Billy the Kid", 1973
"Paterson", 2016
"Pather Panchali", 1955
"Paths of Glory", 1957
"Patton", 1970
"Pauline at the Beach", 1983
"Pedro Páramo", 1967
"Peeping Tom", 1960
"Pee-Wee's Big Adventure", 1985
"Peking Opera Blues", 1986
"Pennies From Heaven", 1981
"The People Vs. Larry Flynt", 1996
"Pépé Le Moko", 1937
"Perfect Blue", 1997
"Perfect Strangers", 2016
"Performance", 1970
"The Perks of Being a Wallflower", 2012
"Persepolis", 2007
"Persona", 1966
"The Pervert's Guide to Cinema", 2006
"Peter Ibbetson", 1935
"Peter Pan", 2003
"The Phantom Carriage", 1921
"The Phantom of Liberty", 1974
"The Phantom of the Opera", 1925
"Phantom of the Paradise", 1974
"The Phenix City Story", 1955
"Phenomenon", 1996
"Philadelphia", 1993
"The Philadelphia Story", 1940
"Philanthropy", 2002
"Philomena", 2013
"Pi", 1998
"The Pianist", 2002
"The Piano", 1993
"The Piano Teacher", 2001
"Pickpocket", 1959
"Pickpocket", 1997
"Pickup on South Street", 1953
"Picnic at Hanging Rock", 1975
"Pieces", 1982
"Pierrot Le Fou", 1965
"A Pigeon Sat on a Branch Reflecting on Existence", 2014
"The Pillow Book", 1996
"Pina", 2011
"Pink", 2016
"Pink Flamingos", 1972
"Pink Floyd: The Wall", 1982
"Pinocchio", 1940
"Pirates of the Caribbean: The Curse of the Black Pearl", 2003
"Pirates of the Caribbean: Dead Man's Chest", 2006
"PK", 2014
"The Place Beyond the Pines", 2013
"A Place in the Sun", 1951
"Plácido", 1961
"Plan 9 From Outer Space", 1959
"Planes, Trains and Automobiles", 1987
