Title, Year, ID
"Hairspray", 1988
"Half Nelson", 2006
"Halloween", 1978
"Hamlet", 1996
"The Handmaiden", 2016
"The Hangover", 2009
"Hannah and Her Sisters", 1986
"Happiness", 1998
"Happy Together", 1997
"Harakiri", 1962
"Hard Boiled", 1992
"A Hard Day", 2014
"A Hard Day's Night", 1964
"Hard Target", 1993
"Hard Times", 1975
"The Hard Way", 1991
"The Harder They Come", 1972
"Harishchandrachi Factory", 2009
"Harlan County U.S.A.", 1976
"Harmony Lessons", 2013
"Harold and Maude", 1971
"Harry Potter and the Philosopher's Stone", 2001
"Harry Potter and the Chamber of Secrets", 2002
"Harry Potter and the Prisoner of Azkaban", 2004
"Harry Potter and the Goblet of Fire", 2005
"Harry Potter and the Order of the Phoenix", 2007
"Harry Potter and the Half-Blood Prince", 2009
"Harry Potter and the Deathly Hallows: Part 1", 2010
"Harry Potter and the Deathly Hallows: Part 2", 2011
"The Hart of London", 1970
"Harvey", 1950
"Hatari!", 1962
"The Hateful Eight", 2015
"The Haunting", 1963
"Hawks and Sparrows", 1966
"Häxan", 1922
"Head on", 2004
"Headhunters", 2011
"The Headless Woman", 2008
"Head-On", 2004
"A Heart in Winter", 1992
"Heart of Glass", 1976
"The Heartbreak Kid", 1972
"Hearts of Darkness: A Filmmaker's Apocalypse", 1991
"Heat", 1995
"Heathers", 1988
"Heaven and Earth Mag", Heav
"Heavenly Creatures", 1994
"Heaven's Gate", 1980
"Hedgehog in the Fog", 1975
"Hedwig and the Angry Inch", 2001
"Heimat: A Chronicle of Germany", 1984
"The Heiress", 1949
"Hell or High Water", 2016
"Hellzapoppin'", 1941
"The Help", 2011
"Henry V", 1944
"Henry V", 1989
"Henry: Portrait of a Serial Killer", 1986
"Her", 2013
"Hero", 2002
"Hera Pheri", 2000
"Hidden Figures", 2016
"The Hidden Fortress", 1958
"The Hiding Place", 1975
"High and Low", 1963
"High and L", High
"High Fidelity", 2000
"High Noon", 1952
"High Plains Drifter", 1973
"High School", 1968
"High Sierra", 1941
"High Society", 1956
"Highlander", 1986
"Hill 24 Doesn't Answer", 1955
"The Hills Have Eyes", 1977
"The Hired Hand", 1971
"Hiroshima Mon Amour", 1959
"His Girl Friday", 1940
"Histoir", S) D
"A History of Violence", 2005
"Hitler: A Film From Germany", 1977
"The Hobbit: An Unexpected Journey", 2012
"The Hobbit: The Desolation of Smaug", 2013
"Hold Me While I'm Naked", 1966
"The Hole", 1998
"Holiday", 1938
"Holy Motors", 2012
"The Holy Mountain", 1973
"Hombre", 1967
"Home Alone", 1990
"Hoop Dreams", 1994
"Hoosiers", 1986
"The Horse Thief", 1986
"The Host", 2006
"Hot Fuzz", 2007
"Hot Rod", 2007
"Hotel Rwanda", 2004
"Hôtel Terminus: The Life and Times of Klaus Barbie", 1988
"The Hour of the Furnaces", 1968
"Hour of the Wolf", 1968
"The Hours", 2002
"House", 1977
"The House Is Black", 1963
"House of Flying Daggers", 2004
"House of Sand and Fog", 2003
"House of Tolerance", 2011
"Housekeeping", 1987
"The Housemaid", 1960
"How Green Was My Valley", 1941
"How the Grinch Stole Christmas!", 1966
"How to Train Your Dragon", 2010
"How to Train Your Dragon 2", 2014
"Howards End", 1992
"Howl's Moving Castle", 2004
"Hud", 1963
"The Hudsucker Proxy", 1994
"Hugo", 2011
"Humanité", 1999
"Humanity and Paper Balloons", 1937
"The Hunchback of Notre Dame", 1996
"Hunger", 2008
"The Hunger Games: Catching Fire", 2013
"The Hunt", 2012
"The Hunt for Red October", 1990
"Hunt for the Wilderpeople", 2016
"The Hurricane", 1999
"The Hurt Locker", 2008
"Husbands", 1970
"Husbands and Wives", 1992
"The Hustler", 1961
"I Am Cuba", 1964
"I Am a Fugitive From a Chain Gang", 1932
"I Am Love", 2009
"I Am Not Madame Bovary", 2016
"I Am Sam", 2001
"I Killed My Mother", 2009
"I Know Where I'm Going!", 1945
"I Saw the Devil", 2010
"I Stand Alone", 1998
"I Vitelloni", 1953
"I Walked With a Zombie", 1943
"I Was Born, But.....", 1932
"I, Daniel Blake", 2016
"Ice Age", 2002
"The Ice Storm", 1997
"Ida", 2013
"The Idiots", 1998
"If....", 1968
"Ikiru", 1952
"Il Grido", 1957
"Il Posto", 1961
"The Illusionist", 2010
"The Illusionist", 2006
"I'm Here", 2010
"The Imaginarium of Doctor Parnassus", 2009
"The Imitation Game", 2014
"Imitation of Life", 1959
"The Impossible", 2012
"In America", 2003
"In the Bedroom", 2001
"In a Better World", 2010
"In Bruges", 2008
"In Cold Blood", 1967
"In the Company of Men", 1997
"In the Heat of the Night", 1967
"In Just the Wink of an Eye", 1981
"In the Line of Fire", 1993
"In a Lonely Place", 1950
"In the Loop", 2009
"In the Mood for Love", 2000
"In the Mouth of Madness", 1994
"In the Name of the Father", 1993
"In Praise of Love", 2001
"In the Realm of the Senses", 1976
"In Vanda's Room", 2001
"In the Year of the Pig", 1969
"In a Year With 13 Moons", 1978
"Incendies", 2010
"Inception", 2010
"The Incredible Shrinking Man", 1957
"The Incredibles", 2004
"Incredibles 2", 2018
"Independence Day", 1996
"India: Matri Bhumi", 1959
"The Indian Tomb", 1959
"Raiders of the Lost Ark", 1981
"Indiana Jones and the Temple of Doom", 1984
"Indiana Jones and the Last Crusade", 1989
"Indiana Jones and the Kingdom of the Crystal Skull", 2008
"India Song", 1975
"Infernal Affairs", 2002
"Inglourious Basterds", 2009
"Inherent Vice", 2014
"Inherit the Wind", 1960
"Inland Empire", 2006
"The Innocents", 1961
"The Innocents", 2016
"Inside Job", 2010
"Inside Llewyn Davis", 2013
"Inside Man", 2006
"Inside Out", 2015
"The Insider", 1999
"Interiors", 1978
"Interstate 60", 2002
"Interstellar", 2014
"Interview With the Vampire", 1994
"Into the Abyss", 2011
"Into the Wild", 2007
"Intolerance", 1916
"The Intouchables", 2011
"The Intruder", 2005
"Invasi", Inva
"Invasion of the Body Snatchers", 1956
"Investigation of a Citizen Above Suspicion", 1970
"The Invisible Guest", 2017
"The Invisible Man", 1933
"Ip Man", 2008
"Ip Man 2", 2010
"Irma Vep", 1996
"The Iron Giant", 1999
"Iron Man", 2008
"Irreversible", 2002
"Isle of Dogs", 2018
"It Follows", 2015
"It Happened One Night", 1934
"The Italian Connection", 1972
"It's a Gift", 1934
"It's Such a Beautiful Day", 2012
"It's a Wonderful Life", 1946
"Ivan the Terrible, Part I", 1945
"Ivan the Terrible, Part II: The Boyars' Plot", 1958
"Ivan's Childhood", 1962
"Jab We Met", 2007
"Jackie", 2016
"Jackie Brown", 1997
"Jacob's Ladder", 1990
"Jacquot De Nantes", 1991
"Jailhouse Rock", 1957
"Jaws", 1975
"The Jazz Singer", 1927
"JCVD", 2008
"Jean De Florette", 1986
"Jeanne Dielman 23, Quai Du Commerce 1080 Bruxelles", 1975
"Jeremiah Johnson", 1972
"The Jerk", 1979
"Jerry Maguire (1996)", 1996
"Jesus of Montreal", 1989
"Jezebel", 1938
"JFK", 1991
"Jiro Dreams of Sushi", 2011
"Joe Versus the Volcano", 1990
"John Wick: Chapter 2", 2017
"Johnny Got His Gun", 1971
"Johnny Guitar", 1954
"Journey to Italy", 1954
"Joyeux Noël", 2005
"Judge Priest", 1934
"Judgment at Nuremberg", 1961
"Jules and Jim", 1962
"Julien Donkey-Boy", 1999
"Juliet of the Spirits", 1965
"The Jungle Book", 1967
"The Jungle Book", 2016
"Juno", 2007
"Junun", 2015
"Jurassic Park", 1993
"Kaagaz Ke Phool", 1959
"Kagemusha", 1980
"Kahaani", 2012
"Kal Ho Naa Ho", 2003
"Kanal", 1957
"Kandahar", 2001
"Kelly's Heroes", 1970
"Kes", 1969
"Key Largo", 1948
"Kick-Ass", 2010
"The Kid", 1921
"The Kid Brother", 1927
"The Kid With a Bike", 2011
"Kids", 1995
"Kiki's Delivery Service", 1989
"Kikujirô No Natsu", 1999
"Kill Bill: Vol. 1", 2003
"Kill Bill: Vol. 2", 2004
"The Killer", 1989
"Killer of Sheep", 1978
"The Killers", 1946
"The Killing", 1956
"The Killing Fields", 1984
"The Killing of a Chinese Bookie", 1976
"Kind Hearts and Coronets", 1949
"King Kong", 1933
"King Kong", 2005
"The King of Comedy", 1982
"The King of Kong", 2007
"King of New York", 1990
"The Kingdom", 1994
"Kings of the Road", 1976
"The King's Speech", 2010
"Kingsman: The Secret Service", 2015
"Kippur", 2000
"Kiss Kiss Bang Bang", 2005
"Kiss Me Deadly", 1955
"Kiss of the Spider Woman", 1985
"The Kite Runner", 2007
"Klute", 1971
"Knife in the Water", 1962
"Knight of Cups", 2015
"Knocked Up", 2007
"Knowing", 2009
"Kolya", 1996
"Koyaanisqatsi", 1982
"Kramer Vs. Kramer", 1979
"Krisha", 2016
"Kubo and the Two Strings", 2016
"Kundun", 1997
"Kung Fu Hustle", 2004
"Kung Fu Panda", 2008
"Kwaidan", 1964
"L.A. Confidential", 1997
"L.A. Story", 1991
"The Ladies Man", 1961
"Lady and the Tramp", 1955
"Lady Bird", 2017
"The Lady Eve", 1941
"The Lady From Shanghai", 1947
"Lady MacBeth", 2017
"Lady Snowblood", 1973
"The Lady Vanishes", 1938
"The Ladykillers", 1955
"Lagaan: Once Upon a Time in India", 2001
"L'âge D'or", 1930
"Lage Raho Munna Bhai", 2006
"L'amour Fou", 1969
"Lancelot of the Lake", 1974
"Land of Mine", 2015
"Land Without Bread", 1933
"Landscape in the Mist", 1988
"Lantana", 2001
"L'argent", 1983
"Lars and the Real Girl", 2007
"The Last Battle", 1983
"The Last Boy Scout", 1991
"Last Chants for a Slow Dance", 1977
"The Last Detail", 1973
"The Last Emperor", 1987
"The Last King of Scotland", 2006
"The Last Laugh", 1924
"Last Life in the Universe", 2003
"The Last Metro", 1980
"The Last of the Mohicans", 1992
"The Last Picture Show", 1971
"The Last Samurai", 2003
"The Last Seduction", 1994
"Last Tango in Paris", 1972
"The Last Temptation of Christ", 1988
"Last Train Home", 2009
"The Last Waltz", 1978
"The Last Wave", 1977
"Last Year at Marienbad", 1961
"L'atalante", 1934
"Late Spring", 1949
"Laura", 1944
"Laurence Anyways", 2012
"The Lavender Hill Mob", 1951
"L'avventura", 1960
"Law of Desire", 1987
"Lawrence of Arabia", 1962
"Layer Cake", 2004
"La Belle Noiseuse", 1991
"La Bête Humaine", 1938
"La Cérémonie", 1995
"La Chienne", 1931
"La Cienaga", 2001
"La Collectionneuse", 1967
"La Dolce Vita", 1960
"Le Bonheur", 1965
"Le Boucher", 1970
"Le Cercle Rouge", 1970
"Le Doulos", 1963
"Le Havre", 2011
"Le Jour Se Lève", 1939
"Le Million", 1931
"Le Notti Bianche", 1957
"Le Plaisir", 1952
"Le Samouraï", 1967
"Le Trou", 1960
"The League of Gentlemen's Apocalypse", 2005
"Leave Her to Heaven", 1945
"Leaving Las Vegas", 1995
"L'eclisse", 1962
"The Legend of 1900", 1998
"The Legend of Drunken Master", 1994
"The Lego Movie", 2014
"L'enfant Secret", 1979
"Lenny", 1974
"Leon: The Professional", 1994
"The Leopard", 1963
"Les Dames Du Bois De Boulogne", 1945
"Les Misérables", 2012
"Les Vampires", 1916
"Lessons of Darkness", 1992
"Let the Right One in", 2008
"Lethal Weapon", 1987
"Letter From an Unknown Woman", 1948
"Letter Never Sent", 1960
"Letters From Iwo Jima", 2006
"Leviathan", 2014
"La Femme Nikita", 1990
"La Grande Bouffe", 1973
"La Haine", 1995
"The Life and Death of Colonel Blimp", 1943
"Life and Nothing More...", 1992
"Life Is Beautiful", 1997
"Life of Brian", 1979
"The Life of Emile Zola", 1937
"The Life of Oharu", 1952
"Life of Pi", 2012
"Life, Animated", 2016
"Like Father, Like Son", 2013
"Like Stars on Earth", 2007
"Like Water for Chocolate", 1992
"Lilya 4-Ever", 2002
"Limelight", 1952
